Dataset Atlas Type Value
SWU4 AAL Hom 0.012672556354407095
SWU4 AAL Hom 0.008735155782558218
SWU4 AAL Hom 0.012114903726849438
SWU4 AAL Hom 0.011137294507097571
SWU4 AAL Hom 0.014634094797159951
SWU4 AAL Hom 0.007935896448108482
SWU4 AAL Hom 0.01108721397648872
SWU4 AAL Hom 0.008890403504027653
SWU4 AAL Hom 0.0058837286542578445
SWU4 AAL Hom 0.01245684178871886
SWU4 AAL Hom 0.009550816418742291
SWU4 AAL Hom 0.01029857263173282
SWU4 AAL Hom 0.0073819838830973495
SWU4 AAL Hom 0.00749279638249834
SWU4 AAL Hom 0.004897377217908121
SWU4 AAL Hom 0.012398551337214328
SWU4 AAL Hom 0.014995404482467231
SWU4 AAL Hom 0.011608675358106054
SWU4 AAL Hom 0.006359184376118402
SWU4 AAL Hom 0.009070383058237309
SWU4 AAL Hom 0.010603227210915668
SWU4 AAL Hom 0.013391776611847702
SWU4 AAL Hom 0.00997679995203171
SWU4 AAL Hom 0.008147955133526842
SWU4 AAL Hom 0.005851807039563908
SWU4 AAL Hom 0.010743918524265915
SWU4 AAL Hom 0.0071361759848249775
SWU4 AAL Hom 0.013551319876785506
SWU4 AAL Hom 0.005761018245160335
SWU4 AAL Hom 0.009019401348431716
SWU4 AAL Hom 0.005374565050343352
SWU4 AAL Hom 0.010564898437032849
SWU4 AAL Hom 0.010416110461793422
SWU4 AAL Hom 0.012583965770011179
SWU4 AAL Hom 0.015639900857854404
SWU4 AAL Hom 0.011745266612880688
SWU4 AAL Hom 0.01158159175339672
SWU4 AAL Hom 0.011175902268377336
SWU4 AAL Hom 0.010088938402998217
SWU4 AAL Hom 0.007250923157006147
SWU4 AAL Hom 0.004607438944738379
SWU4 AAL Hom 0.011774728077532983
SWU4 AAL Hom 0.011316716406806626
SWU4 AAL Hom 0.014318154574335905
SWU4 AAL Hom 0.014524616902171996
SWU4 AAL Hom 0.008179830884942145
SWU4 AAL Hom 0.006225639426588002
SWU4 AAL Hom 0.01575012531960496
SWU4 AAL Hom 0.012601397018442135
SWU4 AAL Hom 0.009264149338026913
SWU4 AAL Hom 0.007863238230537837
SWU4 AAL Hom 0.007279044539665021
SWU4 AAL Hom 0.013299214084020237
SWU4 AAL Hom 0.010805689574088609
SWU4 AAL Hom 0.010947913704305458
SWU4 AAL Hom 0.01213769558274372
SWU4 AAL Hom 0.011012143383462797
SWU4 AAL Hom 0.009802113673363923
